Year,Country Name,"Current account balance, US Dollar","Current account balance, Percent of GDP","Revenue, General government, Domestic currency","Revenue, General government, Percent of GDP","Expenditure, General government, Domestic currency","Net lending (+) / net borrowing (-), General government, Domestic currency","Net lending (+) / net borrowing (-), General government, Percent of GDP","Primary net lending (+) / net borrowing (-), General government, Domestic currency","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Gross debt, General government, Domestic currency","Gross debt, General government, Percent of GDP","Expenditure, General government, Percent of GDP","Population, Number",Unemployment rate,"Gross domestic product (GDP), Current prices, Domestic currency","Gross domestic product (GDP), Current prices, US Dollar","Gross domestic product (GDP), Current prices, Per capita, US Dollar","Gross domestic product (GDP), Current prices, Per capita, Domestic currency","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, Number","Gross domestic product (GDP), Deflator, Index","Gross domestic product (GDP), Current prices, Fiscal year, Domestic currency","Gross domestic product (GDP), Constant prices, Domestic currency","Gross domestic product (GDP), Constant prices, Percent change, Domestic currency","Gross national savings, Percent of GDP","All items, Consumer price index (CPI), Period average","All items, Consumer price index (CPI), End-of-period (EoP)","All items, Consumer price index (CPI), Percent change, end-of-period (EoP)","All items, Consumer price index (CPI), Percent change, period average","Domestic currency per international dollar in PPP terms, Domestic currency","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar","Gross domestic product (GDP), Purchasing power parity (PPP) international dollar, percent of world GDP","Gross capital formation, Percent of GDP","Imports of goods, Volume, Percent change","Imports of goods and services, Volume, Percent change","Exports of goods, Volume, Percent change","Exports of goods and services, Volume, Percent change"
2017,belgium,3.51,0.698,228.517,51.346,231.561,-3.044,-0.684,6.138,1.379,454.048,102.022,52.03,11.352,7.108,445.05,502.587,44274.073,39205.488,37775.221,60168.823,103.786,445.05,428.814,1.62,25.154,104.036,105.08,2.059,2.222,0.776,573.788,50546.354,0.464,24.456,-0.262,-0.262,1.195,1.195
2018,belgium,-4.968,-0.914,236.444,51.395,240.446,-4.002,-0.87,4.454,0.968,459.388,99.856,52.265,11.399,5.975,460.051,543.546,47685.347,40360.346,38294.389,60995.759,105.395,460.051,436.502,1.793,24.502,106.438,107.39,2.198,2.309,0.766,600.27,52661.794,0.456,25.416,0.032,0.032,0.152,0.152
2019,belgium,0.527,0.098,238.946,49.918,248.478,-9.532,-1.991,-1.293,-0.27,467.273,97.618,51.909,11.456,5.375,478.676,535.925,46783.103,41785.623,38957.99,62052.752,107.258,478.676,446.284,2.241,25.108,107.768,108.38,0.922,1.249,0.736,650.523,56786.89,0.467,25.009,-3.075,-3.075,-1.386,-1.386
2020,belgium,7.426,1.413,229.934,49.928,271.253,-41.319,-8.972,-33.558,-7.287,515.219,111.874,58.9,11.522,5.567,460.535,525.6,45615.359,39968.531,36677.127,58419.766,108.974,460.535,422.61,-5.305,25.548,108.221,108.76,0.351,0.421,0.716,643.057,55809.1,0.462,24.135,-7.822,-7.822,-7.773,-7.773
2021,belgium,7.869,1.309,251.273,49.457,278.729,-27.456,-5.404,-20.268,-3.989,548.378,107.935,54.861,11.555,6.267,508.062,601.305,52039.551,43969.904,39108.361,62292.264,112.431,508.062,451.888,6.928,27.021,111.695,115.93,6.592,3.21,0.706,719.773,62292.264,0.463,25.712,14.622,14.622,13.773,13.773
2022,belgium,-5.908,-1.012,275.343,49.682,295.125,-19.782,-3.569,-12.695,-2.291,577.943,104.282,53.251,11.618,5.558,554.214,584.073,50274.779,47704.595,40069.556,63823.267,119.054,554.214,465.513,3.015,26.049,123.228,127.77,10.213,10.325,0.698,794.337,68373.48,0.461,27.061,2.382,2.382,0.947,0.947
2023,belgium,-6.131,-0.97,293.176,50.141,319.141,-25.965,-4.441,-17.187,-2.94,614.933,105.171,54.582,11.743,5.533,584.699,632.399,53854.213,49792.145,40183.53,64004.806,123.912,584.699,471.867,1.365,24.359,126.053,128.45,0.532,2.293,0.701,834.155,71035.464,0.453,25.328,-2.619,-2.619,-3.31,-3.31
2024,belgium,-2.149,-0.325,306.809,50.488,335.12,-28.31,-4.659,-17.767,-2.924,638.019,104.99,55.146,11.798,5.7,607.692,662.183,56128.791,51509.971,40453.736,64435.192,127.331,607.692,477.256,1.142,24.243,131.497,131.867,2.66,4.319,0.703,863.837,73221.637,0.444,24.567,-2.853,-2.853,-2.186,-2.186
2016,bulgaria,1.651,3.062,32.671,34.264,31.203,1.468,1.54,1.742,1.827,25.751,27.007,32.725,7.102,7.666,95.349,53.929,7593.706,13425.983,12994.116,25092.047,103.324,95.349,92.282,3.027,22.024,98.676,99.1,-0.502,-1.323,0.657,145.177,20442.16,0.124,18.962,4.416,5.11,7.946,8.612
2017,bulgaria,1.961,3.307,33.733,32.852,32.888,0.846,0.823,1.19,1.159,23.534,22.919,32.028,7.05,6.23,102.683,59.288,8409.665,14564.89,13449.068,25970.574,108.297,102.683,94.816,2.746,23.124,99.848,100.88,1.796,1.188,0.676,151.835,21536.798,0.123,19.817,7.01,7.403,8.269,5.747
2018,bulgaria,0.628,0.946,37.865,34.449,37.73,0.135,0.123,0.368,0.335,22.066,20.075,34.327,7.0,5.273,109.916,66.398,9485.446,15702.138,13910.151,26860.94,112.883,109.916,97.372,2.695,22.17,102.476,103.21,2.31,2.631,0.68,161.617,23088.009,0.123,21.224,7.452,5.761,0.111,1.741
2019,bulgaria,1.285,1.865,42.013,34.911,43.165,-1.152,-0.958,-0.98,-0.815,22.041,18.315,35.869,6.951,4.275,120.342,68.889,9909.937,17311.706,14572.537,28140.028,118.797,120.342,101.301,4.035,22.873,104.994,106.41,3.1,2.457,0.676,178.072,25616.355,0.128,21.007,5.344,5.224,3.18,3.97
2020,bulgaria,0.028,0.04,42.028,34.88,45.559,-3.532,-2.931,-3.384,-2.809,27.505,22.827,37.811,6.917,5.207,120.492,70.311,10165.58,17420.89,14065.251,27160.443,123.858,120.492,97.283,-3.966,20.386,106.274,106.43,0.019,1.219,0.675,178.454,25800.987,0.128,20.346,-2.934,-4.933,-4.405,-10.285
2021,bulgaria,-1.45,-1.724,49.745,35.793,53.655,-3.91,-2.814,-3.83,-2.756,31.218,22.462,38.607,6.839,5.249,138.979,84.1,12297.273,20321.786,15314.743,29573.251,132.694,138.979,104.737,7.662,19.356,109.295,113.44,6.586,2.842,0.687,202.25,29573.251,0.13,21.079,9.859,9.128,7.497,7.928
2022,bulgaria,-1.264,-1.398,61.899,36.887,63.246,-1.347,-0.803,-1.363,-0.812,36.126,21.528,37.69,6.448,4.206,167.809,90.422,14023.892,26026.136,16881.803,32599.294,154.167,167.809,108.849,3.926,21.978,123.524,129.69,14.325,13.019,0.745,225.176,34923.426,0.131,23.376,13.465,13.301,8.791,8.014
2023,bulgaria,-0.271,-0.267,63.73,34.684,69.349,-5.619,-3.058,-5.472,-2.978,40.514,22.049,37.742,6.445,4.395,183.743,101.611,15764.648,28507.329,17199.453,33212.685,165.746,183.743,110.859,1.846,18.583,134.146,136.16,4.989,8.599,0.773,237.587,36860.958,0.129,18.85,-7.128,-5.124,-4.131,0.919
2024,bulgaria,-1.044,-0.963,71.12,36.545,76.822,-5.702,-2.93,-5.405,-2.777,46.216,23.748,39.475,6.352,4.3,194.61,108.425,17069.33,30637.491,17857.38,34483.165,171.568,194.61,113.43,2.32,15.677,137.955,139.828,2.694,2.84,0.782,248.906,39185.322,0.128,16.619,1.856,3.458,2.973,2.973
2015,"bahrain, kingdom of",-0.752,-2.313,2.126,17.385,4.261,-2.135,-17.462,-1.867,-15.27,7.726,63.18,34.847,1.37,3.5,12.229,32.523,23734.055,8924.005,8761.481,54149.913,101.855,12.229,12.006,2.508,27.059,92.964,92.9,0.77,1.849,0.182,67.284,49100.582,0.06,29.379,-10.834,-5.669,-12.738,-0.845
2016,"bahrain, kingdom of",-1.493,-4.406,2.127,16.698,4.24,-2.112,-16.579,-1.753,-13.759,9.857,77.366,33.277,1.424,4.3,12.741,33.885,23800.001,8948.801,8754.55,54107.075,102.219,12.741,12.464,3.815,28.6,95.557,95.04,2.304,2.789,0.181,70.514,49527.935,0.06,33.011,-11.409,-3.153,-18.927,-2.757
2017,"bahrain, kingdom of",-1.45,-3.897,2.421,17.307,4.292,-1.871,-13.377,-1.395,-9.973,11.755,84.029,30.683,1.501,4.1,13.989,37.205,24784.769,9319.073,8714.536,53859.775,106.937,13.989,13.082,4.954,32.166,96.881,96.32,1.347,1.386,0.186,75.333,50184.501,0.061,36.466,12.436,7.602,12.018,3.69
2018,"bahrain, kingdom of",-2.435,-6.153,3.094,20.794,4.771,-1.678,-11.276,-1.062,-7.14,13.447,90.384,32.069,1.503,4.3,14.878,39.568,26324.407,9897.977,8881.724,54893.072,111.442,14.878,13.35,2.053,32.001,98.907,98.23,1.983,2.091,0.19,78.15,51993.131,0.059,38.154,10.938,5.725,7.082,3.262
2019,"bahrain, kingdom of",-0.794,-1.963,3.447,22.665,4.75,-1.303,-8.567,-0.662,-4.351,14.771,97.129,31.232,1.484,4.7,15.208,40.447,27259.744,10249.664,9182.17,56749.963,111.626,15.208,13.624,2.053,33.661,99.903,99.4,1.191,1.007,0.181,83.98,56599.521,0.06,35.624,-8.464,-5.568,2.15,0.381
2020,"bahrain, kingdom of",-3.245,-9.054,2.329,17.283,4.661,-2.332,-17.305,-1.669,-12.389,16.938,125.7,34.588,1.472,5.9,13.475,35.838,24342.844,9152.91,8707.17,53814.245,105.119,13.475,12.819,-5.911,28.242,97.58,97.8,-1.61,-2.325,0.171,78.669,53436.032,0.057,37.296,-11.667,-0.701,-11.423,-2.549
2021,"bahrain, kingdom of",2.602,6.372,3.08,20.059,4.703,-1.623,-10.57,-0.925,-6.024,18.78,122.3,30.629,1.505,6.8,15.356,40.84,27140.448,10204.808,8889.281,54939.776,114.799,15.356,13.376,4.35,34.464,96.983,97.4,-0.409,-0.611,0.186,82.672,54939.776,0.053,28.092,19.736,15.185,47.555,29.474
2022,"bahrain, kingdom of",6.839,14.65,3.91,22.276,4.809,-0.899,-5.123,-0.163,-0.929,19.503,111.116,27.399,1.529,5.4,17.552,46.68,30533.09,11480.442,9272.633,57309.066,123.81,17.552,14.176,5.981,39.598,100.508,100.9,3.593,3.635,0.187,93.863,61394.855,0.054,24.949,17.27,11.889,16.452,9.162
2023,"bahrain, kingdom of",2.699,5.858,3.342,19.288,5.17,-1.829,-10.554,-0.992,-5.727,21.367,123.32,29.842,1.577,6.3,17.326,46.08,29218.861,10986.292,9257.105,57213.091,118.68,17.326,14.599,2.981,34.851,100.583,100.6,-0.297,0.075,0.173,100.14,63497.708,0.054,28.993,-3.046,2.589,-17.425,-9.06
2015,"bahamas, the",-1.478,-12.666,1.732,15.295,2.115,-0.383,-3.385,-0.142,-1.253,5.737,50.67,18.681,0.37,13.379,11.672,11.672,31573.76,31573.76,32661.328,33660.087,96.67,11.323,12.074,0.997,12.025,101.878,101.31,2.024,1.878,0.928,12.58,34029.174,0.011,24.691,0.837,-0.784,-34.682,-4.875
2016,"bahamas, the",-1.473,-12.539,1.989,16.989,2.299,-0.31,-2.648,-0.035,-0.299,6.065,51.795,19.637,0.373,12.15,11.745,11.745,31447.64,31447.64,32017.151,32996.212,98.221,11.709,11.958,-0.962,15.773,101.542,102.29,0.967,-0.33,0.934,12.577,33674.995,0.011,28.312,1.535,8.829,-3.186,4.341
2017,"bahamas, the",-1.653,-13.508,2.07,17.259,2.806,-0.736,-6.138,-0.468,-3.906,6.65,55.438,23.396,0.377,10.1,12.237,12.237,32427.071,32427.071,32575.075,33571.197,99.546,11.996,12.293,2.8,15.064,103.065,103.94,1.613,1.5,0.93,13.161,34875.399,0.011,28.572,8.668,1.834,16.814,4.943
2018,"bahamas, the",-1.199,-9.506,2.042,16.431,2.457,-0.415,-3.338,-0.101,-0.813,7.773,62.534,19.769,0.381,10.35,12.616,12.616,33084.566,33084.566,33084.566,34096.268,100.0,12.43,12.616,2.63,16.742,105.402,105.98,1.963,2.268,0.927,13.615,35705.02,0.01,26.249,-0.213,-3.189,11.934,23.797
2019,"bahamas, the",-0.281,-2.159,2.426,18.926,2.646,-0.219,-1.71,0.109,0.852,7.872,61.406,20.637,0.385,10.1,13.016,13.016,33778.471,33778.471,32295.066,33282.625,104.593,12.82,12.445,-1.357,25.401,108.028,107.5,1.434,2.491,0.931,13.974,36264.3,0.01,27.56,-6.606,-2.621,8.707,6.422
2020,"bahamas, the",-2.285,-22.941,2.082,18.3,2.921,-0.839,-7.37,-0.493,-4.334,8.484,74.566,25.67,0.389,26.218,9.958,9.958,25572.518,25572.518,25111.121,25879.001,101.837,11.377,9.779,-21.423,2.547,108.07,108.75,1.163,0.039,0.962,10.348,26574.634,0.007,25.488,-25.342,-21.772,-35.727,-67.019
2021,"bahamas, the",-2.434,-21.409,1.909,18.717,3.244,-1.335,-13.089,-0.912,-8.946,10.167,99.698,31.806,0.394,17.646,11.369,11.369,28828.653,28828.653,28615.127,29490.156,100.746,10.198,11.285,15.403,6.973,111.209,113.24,4.129,2.905,0.978,11.63,29490.156,0.007,28.382,27.024,14.238,38.951,90.359
2022,"bahamas, the",-1.189,-9.051,2.609,21.027,3.327,-0.717,-5.781,-0.166,-1.335,10.991,88.568,26.808,0.399,10.814,13.136,13.136,32897.378,32897.378,31307.296,32264.65,105.079,12.41,12.501,10.782,15.93,117.443,119.44,5.475,5.605,0.952,13.802,34564.924,0.008,24.981,0.213,-0.717,19.718,54.124
2023,"bahamas, the",-1.108,-7.727,2.856,20.356,3.389,-0.533,-3.802,0.04,0.283,11.427,81.452,24.158,0.404,10.174,14.338,14.338,35517.076,35517.076,31783.894,32755.823,111.746,14.03,12.831,2.639,15.071,121.036,121.71,1.901,3.059,0.977,14.676,36353.911,0.008,22.797,12.63,15.473,1.72,7.147
2024,"bahamas, the",-1.176,-7.93,3.076,21.085,3.262,-0.187,-1.28,0.426,2.923,11.483,78.725,22.366,0.408,9.974,14.825,14.825,36321.503,36321.503,32035.399,33015.018,113.379,14.586,13.075,1.9,11.271,122.312,123.209,1.232,1.054,0.968,15.312,37516.978,0.008,19.201,0.769,3.549,0.777,3.824
2015,bosnia and herzegovina,-0.826,-5.035,12.293,42.494,12.349,-0.056,-0.194,0.175,0.605,13.416,46.376,42.689,3.518,27.7,28.929,16.404,4662.977,8223.12,8223.12,14423.224,100.0,28.929,28.929,4.314,15.64,100.0,103.286,-1.298,-1.023,0.678,42.657,12125.425,0.038,20.676,-0.02,1.671,5.4,9.751
2016,bosnia and herzegovina,-0.804,-4.699,12.65,41.797,12.547,0.103,0.342,0.36,1.188,13.581,44.874,41.455,3.511,25.4,30.265,17.117,4875.228,8620.081,8506.661,14920.55,101.333,30.265,29.867,3.242,17.031,98.416,102.734,-0.534,-1.584,0.681,44.459,12662.712,0.038,21.73,7.181,7.257,9.902,9.448
2017,bosnia and herzegovina,-0.876,-4.779,13.284,41.771,12.715,0.569,1.789,0.829,2.605,12.281,38.616,39.981,3.504,20.5,31.803,18.326,5230.13,9076.121,8800.171,15435.362,103.136,31.803,30.836,3.244,18.839,99.213,103.984,1.217,0.81,0.681,46.723,13334.22,0.038,23.618,8.353,8.156,15.991,12.447
2018,bosnia and herzegovina,-0.662,-3.231,14.274,42.055,13.72,0.554,1.632,0.804,2.368,11.844,34.894,40.423,3.496,18.4,33.942,20.484,5859.283,9708.746,9158.039,16063.056,106.013,33.942,32.017,3.829,20.478,100.619,105.629,1.582,1.417,0.674,50.326,14395.325,0.038,23.708,3.502,3.374,6.251,6.559
2019,bosnia and herzegovina,-0.532,-2.597,14.773,41.282,14.283,0.489,1.368,0.758,2.119,11.869,33.168,39.915,3.491,15.7,35.785,20.483,5867.26,10250.61,9435.821,16550.282,108.635,35.785,32.94,2.886,21.735,101.182,105.874,0.232,0.559,0.651,54.963,15744.164,0.039,24.332,0.739,1.355,-2.117,0.562
2020,bosnia and herzegovina,-0.574,-2.84,14.158,40.769,15.761,-1.603,-4.616,-1.35,-3.888,12.883,37.098,45.385,3.487,15.9,34.728,20.226,5800.39,9959.098,9161.787,16069.631,108.703,34.728,31.947,-3.015,19.728,100.117,104.202,-1.579,-1.052,0.643,54.01,15488.97,0.039,22.567,-12.018,-13.126,-5.494,-14.486
2021,bosnia and herzegovina,-0.419,-1.77,15.841,40.467,15.602,0.239,0.61,0.496,1.266,13.943,35.618,39.856,3.481,17.355,39.145,23.673,6800.487,11245.328,9855.899,17287.092,114.097,39.145,34.309,7.392,23.736,102.117,110.787,6.319,1.998,0.651,60.177,17287.092,0.039,25.505,19.889,19.966,17.131,23.846
2022,bosnia and herzegovina,-1.066,-4.344,18.044,39.555,17.623,0.421,0.922,0.702,1.539,14.148,31.013,38.633,3.473,15.386,45.618,24.535,7064.286,13134.81,10296.077,18059.158,127.571,45.618,35.759,4.227,23.14,116.425,127.196,14.811,14.012,0.679,67.192,19346.667,0.039,27.484,6.445,6.613,7.003,12.855
2023,bosnia and herzegovina,-0.761,-2.812,19.948,40.754,20.782,-0.834,-1.704,-0.41,-0.837,15.769,32.215,42.458,3.464,13.2,48.948,27.055,7810.113,14130.078,10495.611,18409.137,134.628,48.948,36.358,1.675,22.506,123.525,129.977,2.186,6.098,0.692,70.776,20431.303,0.038,25.318,-3.726,-2.509,-8.403,-2.307
2024,bosnia and herzegovina,-1.365,-4.805,21.308,41.458,22.579,-1.271,-2.472,-0.699,-1.361,17.731,34.498,43.931,3.455,13.2,51.397,28.404,8220.816,14875.567,10785.937,18918.363,137.916,51.397,37.267,2.5,20.96,126.225,133.746,2.9,2.186,0.692,74.278,21498.089,0.038,25.765,2.79,3.084,-7.136,-2.298
2015,"belarus, republic of",-1.831,-3.251,34.891,38.806,37.555,-2.665,-2.964,-1.16,-1.29,47.658,53.007,41.77,9.461,5.821,89.91,56.329,5953.752,9503.127,12542.829,24978.833,75.765,89.91,118.669,-3.83,25.784,627.34,654.298,11.97,13.523,0.53,169.601,17926.204,0.151,29.035,-11.4,-12.048,2.6,1.318
2016,"belarus, republic of",-1.612,-3.379,37.053,39.024,38.628,-1.575,-1.659,0.294,0.31,50.78,53.482,40.683,9.469,5.92,94.949,47.703,5037.653,10026.951,12214.083,24324.14,82.093,94.949,115.66,-2.536,23.099,701.547,723.495,10.576,11.829,0.569,166.872,17622.234,0.142,26.478,-2.6,-2.511,0.3,1.744
2017,"belarus, republic of",-0.952,-1.74,40.93,38.706,41.286,-0.356,-0.337,1.73,1.636,56.216,53.16,39.042,9.459,5.684,105.748,54.723,5785.291,11179.651,12538.141,24969.497,89.165,105.748,118.598,2.541,26.29,743.862,756.702,4.59,6.032,0.607,174.175,18413.748,0.141,28.03,13.341,12.011,8.401,8.953
2018,"belarus, republic of",0.023,0.038,48.499,39.649,46.291,2.208,1.805,4.612,3.771,58.12,47.515,37.845,9.439,4.825,122.32,60.011,6357.962,12959.263,12959.263,25808.155,100.0,122.32,122.32,3.138,28.117,780.069,799.398,5.642,4.867,0.647,189.021,20025.982,0.144,28.079,5.0,5.284,5.3,5.917
2019,"belarus, republic of",-1.246,-1.934,51.553,38.263,50.327,1.225,0.91,3.567,2.647,55.239,40.999,37.353,9.42,4.191,134.732,64.414,6838.218,14303.138,13173.268,26234.342,108.577,134.732,124.089,1.446,27.216,823.751,837.207,4.73,5.6,0.641,210.076,22301.593,0.151,29.15,4.7,5.279,-0.2,0.151
2020,"belarus, republic of",-0.178,-0.291,52.664,35.175,56.962,-4.298,-2.87,-1.816,-1.213,71.107,47.493,38.045,9.38,4.082,149.721,61.312,6536.527,15961.787,13140.174,26168.435,121.473,149.721,123.254,-0.673,27.164,869.354,898.628,7.336,5.536,0.642,233.301,24872.307,0.168,27.455,-9.1,-8.953,0.1,0.815
2021,"belarus, republic of",2.157,3.163,63.189,36.493,63.575,-0.386,-0.223,2.222,1.283,71.308,41.182,36.716,9.303,3.893,173.153,68.207,7332.084,18613.461,13572.593,27029.591,137.14,173.153,126.26,2.439,28.068,951.531,988.266,9.975,9.453,0.689,251.445,27029.591,0.162,24.905,5.1,6.642,10.3,9.641
2022,"belarus, republic of",2.516,3.455,69.601,36.369,73.56,-3.959,-2.068,-1.181,-0.617,79.031,41.297,38.438,9.228,3.58,191.374,72.835,7892.727,20738.245,13039.442,25967.83,159.042,191.374,120.329,-4.698,25.32,1096.534,1115.515,12.876,15.239,0.745,256.717,27819.179,0.149,21.865,-11.652,-11.694,-6.807,-5.812
2023,"belarus, republic of",-1.297,-1.806,88.641,41.018,87.118,1.523,0.705,4.956,2.293,87.996,40.72,40.314,9.178,3.455,216.1,71.792,7821.879,23544.703,13625.26,27134.477,172.802,216.1,125.057,3.929,22.284,1151.552,1180.659,5.84,5.017,0.782,276.405,30115.084,0.15,24.091,10.116,10.709,11.682,12.164
2024,"belarus, republic of",-1.434,-1.961,98.924,42.024,96.347,2.577,1.095,6.327,2.688,97.447,41.396,40.929,9.132,3.044,235.4,73.129,8007.673,25776.344,14183.763,28246.724,181.731,235.4,129.532,3.579,22.822,1221.123,1256.651,6.436,6.041,0.803,293.136,32098.475,0.151,24.783,2.217,2.322,3.091,3.182
2015,belize,-0.175,-7.962,1.0,22.788,1.226,-0.226,-5.139,-0.132,-3.017,2.853,64.987,27.927,0.357,10.143,4.389,2.195,6152.729,12305.459,12299.519,12328.885,100.048,4.389,4.387,3.226,13.702,97.649,97.429,-0.585,-0.862,1.301,3.375,9461.692,0.003,21.664,8.868,7.783,-10.326,-6.334
2016,belize,-0.163,-7.295,1.039,23.179,1.239,-0.2,-4.471,-0.096,-2.139,3.156,70.426,27.649,0.364,9.541,4.481,2.241,6153.482,12306.964,12048.017,12076.783,102.149,4.481,4.387,-0.009,14.789,98.294,98.547,1.148,0.661,1.315,3.407,9356.287,0.003,22.084,-1.079,-0.665,-19.098,-7.912
2017,belize,-0.158,-6.972,1.096,24.181,1.254,-0.158,-3.48,-0.045,-0.998,3.54,78.094,27.661,0.371,9.328,4.533,2.267,6103.817,12207.635,11598.699,11626.392,105.25,4.533,4.307,-1.817,11.08,99.425,99.565,1.033,1.15,1.331,3.405,9168.666,0.003,18.052,-8.125,-4.525,-9.762,-7.023
2018,belize,-0.151,-6.577,1.169,25.488,1.231,-0.062,-1.362,0.057,1.25,3.614,78.82,26.85,0.379,9.377,4.586,2.293,6053.244,12106.489,11491.67,11519.108,105.35,4.586,4.353,1.056,9.018,99.693,99.457,-0.108,0.27,1.266,3.622,9562.404,0.003,15.595,4.418,2.423,4.411,9.99
2019,belize,-0.185,-7.736,1.173,24.572,1.311,-0.138,-2.895,-0.013,-0.273,3.747,78.495,27.468,0.386,9.041,4.774,2.387,6181.462,12362.925,11750.462,11778.517,105.212,4.774,4.537,4.236,9.436,99.878,99.62,0.164,0.186,1.176,4.061,10516.717,0.003,17.173,4.26,2.853,-4.566,4.21
2020,belize,-0.128,-6.247,1.007,24.581,1.357,-0.351,-8.565,-0.279,-6.803,4.22,103.044,33.146,0.393,13.743,4.095,2.048,5210.543,10421.086,9959.618,9983.397,104.633,4.095,3.914,-13.731,19.243,100.0,100.0,0.381,0.122,1.087,3.768,9587.38,0.003,25.49,-22.412,-22.998,-18.157,-21.867
2021,belize,-0.158,-6.511,1.09,22.479,1.25,-0.16,-3.296,-0.09,-1.853,3.993,82.346,25.776,0.399,10.188,4.849,2.425,6070.954,12141.908,11551.357,11578.936,105.112,4.849,4.613,17.864,17.083,103.239,104.906,4.906,3.239,1.049,4.624,11578.936,0.003,23.594,24.663,32.134,32.935,32.718
2022,belize,-0.236,-8.322,1.273,22.484,1.3,-0.027,-0.482,0.071,1.257,3.797,67.079,22.966,0.397,6.071,5.661,2.831,7121.06,14242.121,12743.406,12773.832,111.761,5.661,5.065,9.798,14.913,109.716,111.974,6.737,6.274,1.041,5.439,13684.529,0.003,23.236,11.962,10.175,6.574,14.057
2023,belize,-0.02,-0.646,1.409,22.953,1.489,-0.081,-1.315,0.057,0.935,4.102,66.833,24.268,0.404,3.4,6.137,3.069,7592.071,15184.142,12663.843,12694.079,119.902,6.137,5.119,1.054,20.859,114.543,116.143,3.723,4.399,1.078,5.695,14088.47,0.003,21.505,-2.173,-5.425,-13.489,2.975
2024,belize,-0.1,-2.984,1.536,22.98,1.597,-0.061,-0.909,0.072,1.075,4.163,62.277,23.889,0.411,3.4,6.684,3.342,8133.122,16266.244,13131.336,13162.688,123.873,6.684,5.396,5.416,18.324,118.337,119.162,2.599,3.313,1.087,6.146,14957.565,0.003,21.308,9.654,9.227,-7.453,1.327
2015,bolivia,-1.936,-5.825,85.855,37.65,101.668,-15.814,-6.935,-13.532,-5.934,93.275,40.905,44.585,10.83,4.557,228.031,33.241,3069.319,21055.528,3929.787,9297.843,535.793,228.031,42.56,4.857,14.216,93.218,94.415,2.953,4.061,2.637,86.484,7985.561,0.077,20.281,4.556,4.556,-22.931,-22.931
2016,bolivia,-1.907,-5.579,76.659,32.686,93.647,-16.988,-7.243,-14.665,-6.253,109.034,46.49,39.929,10.99,4.686,234.533,34.189,3110.874,21340.599,4037.698,9553.16,528.534,234.533,44.374,4.264,15.407,96.596,98.195,4.003,3.625,2.576,91.028,8282.807,0.078,21.057,-7.761,-7.761,-15.072,-15.072
2017,bolivia,-1.898,-5.024,79.68,30.743,100.039,-20.359,-7.855,-17.477,-6.743,132.858,51.26,38.598,11.15,5.085,259.185,37.782,3388.523,23245.266,4146.717,9811.098,560.57,259.185,46.236,4.195,16.052,99.323,100.86,2.715,2.822,2.685,96.545,8658.786,0.078,22.22,4.698,4.698,8.794,8.794
2018,bolivia,-1.725,-4.251,80.516,28.922,103.266,-22.75,-8.172,-19.43,-6.979,147.756,53.076,37.094,11.31,4.913,278.388,40.581,3588.089,24614.292,4260.719,10080.824,577.703,278.388,48.189,4.224,16.123,101.579,102.38,1.507,2.272,2.702,103.03,9109.609,0.078,20.596,1.361,1.361,4.977,4.977
2019,bolivia,-1.366,-3.316,81.432,28.817,101.917,-20.486,-7.249,-16.603,-5.875,165.668,58.626,36.066,11.47,5.012,282.587,41.193,3591.403,24637.025,4294.414,10160.548,573.699,282.587,49.257,2.217,14.189,103.447,103.884,1.469,1.839,2.639,107.078,9335.527,0.077,19.875,0.185,0.185,2.179,2.179
2020,bolivia,-0.016,-0.043,63.921,25.254,96.122,-32.201,-12.722,-28.419,-11.228,197.355,77.971,37.976,11.63,8.336,253.112,36.897,3172.556,21763.734,3865.255,9145.161,563.061,253.112,44.953,-8.738,12.47,104.422,104.581,0.67,0.942,2.583,98.004,8426.851,0.07,15.778,-27.012,-27.012,-19.662,-19.662
2021,bolivia,1.581,3.884,69.999,25.071,96.047,-26.047,-9.329,-22.277,-7.979,227.299,81.409,34.4,11.8,6.937,279.206,40.701,3449.205,23661.545,4042.386,9564.251,585.336,279.206,47.7,6.111,13.846,105.191,105.523,0.901,0.736,2.474,112.858,9564.251,0.073,16.791,13.699,13.699,34.509,34.509
2022,bolivia,0.939,2.118,83.747,27.539,105.404,-21.657,-7.122,-16.723,-5.499,243.581,80.1,34.661,11.96,4.741,304.097,44.329,3706.442,25426.19,4132.113,9776.544,615.331,304.097,49.42,3.606,13.94,107.028,108.818,3.123,1.747,2.428,125.264,10473.553,0.073,16.617,16.868,16.868,11.36,11.36
2023,bolivia,-1.177,-2.588,84.565,27.112,118.714,-34.15,-10.949,-27.198,-8.72,275.818,88.428,38.06,12.13,4.9,311.912,45.468,3748.41,25714.092,4199.768,9936.615,612.274,311.912,50.943,3.082,12.028,109.786,111.123,2.118,2.577,2.332,133.771,11028.11,0.073,17.624,3.659,3.659,-17.072,-17.072
